Województwo,Nr okręgu,Kod gminy,Gmina,Powiat,Obwody,Uprawnieni,Karty wydane,Głosy oddane,Głosy nieważne,Głosy ważne,Dariusz Maciej GRABOWSKI,Piotr IKONOWICZ,Jarosław KALINOWSKI,Janusz KORWIN-MIKKE,Marian KRZAKLEWSKI,Aleksander KWAŚNIEWSKI,Andrzej LEPPER,Jan ŁOPUSZAŃSKI,Andrzej Marian OLECHOWSKI,Bogdan PAWŁOWSKI,Lech WAŁĘSA,Tadeusz Adam WILECKI
ŚWIĘTOKRZYSKIE,56,261208,Szydłów,staszowski,4,3902,2140,2139,43,2096,4,2,577,9,107,1090,156,10,117,5,17,2
ŚWIĘTOKRZYSKIE,56,260607,Tarłów,opatowski,6,4665,2447,2447,31,2416,11,5,400,10,126,1510,232,14,87,2,14,5
ŚWIĘTOKRZYSKIE,56,260107,Tuczępy,buski,3,3014,1736,1736,25,1711,2,2,352,9,84,1071,86,1,92,0,10,2
ŚWIĘTOKRZYSKIE,56,260706,Waśniów,ostrowiecki,5,5437,2553,2552,45,2507,4,4,752,20,171,1222,231,9,72,3,11,8
ŚWIĘTOKRZYSKIE,56,260908,Wilczyce,sandomierski,5,3105,1681,1681,18,1663,6,2,682,5,74,747,81,8,53,0,5,0
ŚWIĘTOKRZYSKIE,56,260108,Wiślica,buski,5,4737,2507,2505,38,2467,5,1,510,13,132,1482,198,3,114,3,6,0
ŚWIĘTOKRZYSKIE,56,260608,Wojciechowice,opatowski,4,3735,2135,2135,17,2118,3,4,630,5,63,1325,55,6,21,1,5,0
ŚWIĘTOKRZYSKIE,56,260909,Zawichost,sandomierski,4,3888,2241,2240,40,2200,5,3,400,16,185,1288,136,21,129,4,10,3
ŚWIĘTOKRZYSKIE,56,260805,Złota,pińczowski,3,4158,2311,2311,37,2274,1,2,465,11,68,1522,164,2,33,0,6,0
WARMIŃSKO-MAZURSKIE,57,280802,Barciany,kętrzyński,5,5328,2543,2543,29,2514,6,2,189,13,143,1856,152,8,129,2,8,6
WARMIŃSKO-MAZURSKIE,57,281401,Barczewo,olsztyński,15,12259,6451,6460,78,6382,26,6,172,69,680,4245,196,46,849,3,78,12
WARMIŃSKO-MAZURSKIE,57,281402,Biskupiec,olsztyński,16,14614,7865,7863,81,7782,20,12,277,68,750,5296,220,38,1013,6,66,16
WARMIŃSKO-MAZURSKIE,57,281403,Dobre Miasto,olsztyński,14,12271,6840,6837,74,6763,31,12,263,92,824,4191,282,94,892,5,50,27
WARMIŃSKO-MAZURSKIE,57,281404,Dywity,olsztyński,8,5424,3037,3037,38,2999,12,8,94,45,365,1784,103,18,546,5,17,2
WARMIŃSKO-MAZURSKIE,57,281702,Dźwierzuty,szczycieński,6,5124,2482,2482,42,2440,8,6,254,12,138,1740,84,18,175,1,3,1
WARMIŃSKO-MAZURSKIE,57,281405,Gietrzwałd,olsztyński,5,3798,1907,1907,41,1866,0,8,73,18,223,1169,48,19,287,6,7,8
WARMIŃSKO-MAZURSKIE,57,281101,Janowiec Kościelny,nidzicki,4,2700,1439,1439,27,1412,1,2,243,8,185,831,40,7,89,1,3,2
WARMIŃSKO-MAZURSKIE,57,281102,Janowo,nidzicki,3,2220,1228,1228,19,1209,3,1,106,5,171,779,51,5,74,1,13,0
WARMIŃSKO-MAZURSKIE,57,281703,Jedwabno,szczycieński,3,2695,1460,1459,20,1439,4,1,108,10,232,874,28,9,160,0,11,2
WARMIŃSKO-MAZURSKIE,57,281406,Jeziorany,olsztyński,6,6050,2956,2955,33,2922,20,4,214,25,276,1948,126,22,260,3,16,8
WARMIŃSKO-MAZURSKIE,57,281407,Jonkowo,olsztyński,5,3532,1840,1842,26,1816,5,5,80,24,169,1149,104,22,238,2,17,1
WARMIŃSKO-MAZURSKIE,57,280801,Kętrzyn,kętrzyński,16,23191,13956,13953,118,13835,57,25,234,206,1616,9076,260,71,2176,9,94,11
WARMIŃSKO-MAZURSKIE,57,280803,Kętrzyn gm.,kętrzyński,11,6152,2984,2984,30,2954,8,3,102,29,218,2190,97,12,270,0,21,4
WARMIŃSKO-MAZURSKIE,57,281408,Kolno,olsztyński,3,2783,1495,1495,14,1481,9,4,75,7,97,1094,97,5,75,2,15,1
WARMIŃSKO-MAZURSKIE,57,280804,Korsze,kętrzyński,8,8604,4159,4159,31,4128,10,6,213,38,444,2857,170,18,347,4,12,9
WARMIŃSKO-MAZURSKIE,57,281103,Kozłowo,nidzicki,5,4560,2356,2355,40,2315,7,1,140,9,110,1843,57,11,121,2,13,1
WARMIŃSKO-MAZURSKIE,57,281002,Mikołajki,mrągowski,5,6672,3397,3395,49,3346,16,2,185,45,475,2022,99,42,415,2,33,10
WARMIŃSKO-MAZURSKIE,57,281001,Mrągowo,mrągowski,10,16791,10420,10419,93,10326,64,21,269,128,1490,6241,188,47,1777,10,82,9
WARMIŃSKO-MAZURSKIE,57,281003,Mrągowo gm.,mrągowski,5,5435,2445,2445,17,2428,14,3,152,12,224,1745,81,10,166,0,20,1
WARMIŃSKO-MAZURSKIE,57,281104,Nidzica,nidzicki,14,16384,10089,10085,100,9985,40,26,338,80,1321,6777,201,109,1035,3,45,10
WARMIŃSKO-MAZURSKIE,57,286201,Olsztyn,Olsztyn,84,127087,84972,84921,621,84300,460,247,1432,1559,12135,48360,1093,786,17388,73,637,130
WARMIŃSKO-MAZURSKIE,57,281409,Olsztynek,olsztyński,11,9748,5240,5239,59,5180,25,5,156,39,545,3500,132,32,697,5,37,7
WARMIŃSKO-MAZURSKIE,57,281704,Pasym,szczycieński,6,3787,1997,1997,26,1971,7,8,84,25,229,1280,59,5,255,1,16,2
WARMIŃSKO-MAZURSKIE,57,281004,Piecki,mrągowski,7,5535,3041,3039,28,3011,8,1,237,17,420,1898,51,6,356,2,11,4
WARMIŃSKO-MAZURSKIE,57,281410,Purda,olsztyński,6,5125,2404,2404,26,2378,7,8,89,29,248,1601,56,11,307,2,15,5
WARMIŃSKO-MAZURSKIE,57,280805,Reszel,kętrzyński,7,6822,3817,3816,28,3788,22,2,170,47,386,2617,65,13,428,9,25,4
WARMIŃSKO-MAZURSKIE,57,281705,Rozogi,szczycieński,7,3922,2009,2008,43,1965,3,5,365,4,401,809,142,24,176,4,21,11
WARMIŃSKO-MAZURSKIE,57,281005,Sorkwity,mrągowski,4,3417,1691,1690,17,1673,3,2,97,11,147,1197,38,5,164,0,9,0
WARMIŃSKO-MAZURSKIE,57,280806,Srokowo,kętrzyński,3,3276,1702,1702,14,1688,7,3,93,6,112,1206,122,3,125,3,8,0
WARMIŃSKO-MAZURSKIE,57,281411,Stawiguda,olsztyński,4,3351,1804,1804,18,1786,1,2,66,35,208,1087,54,13,299,4,12,5
WARMIŃSKO-MAZURSKIE,57,281701,Szczytno,szczycieński,16,20507,12926,12924,109,12815,76,67,365,125,1863,8128,193,72,1821,9,70,26
WARMIŃSKO-MAZURSKIE,57,281706,Szczytno gm.,szczycieński,7,7013,3184,3183,46,3137,23,4,395,25,367,1849,127,9,317,4,12,5
WARMIŃSKO-MAZURSKIE,57,281412,Świątki,olsztyński,4,3047,1426,1426,12,1414,5,3,88,16,116,944,91,3,139,1,6,2
WARMIŃSKO-MAZURSKIE,57,281707,Świętajno,szczycieński,5,4399,2212,2211,42,2169,9,4,218,25,345,1176,79,13,277,1,19,3
WARMIŃSKO-MAZURSKIE,57,281708,Wielbark,szczycieński,4,4590,2010,2010,34,1976,10,6,225,3,292,1112,81,9,206,1,24,7
WARMIŃSKO-MAZURSKIE,58,280101,Bartoszyce,bartoszycki,13,19965,12672,12660,86,12574,44,15,378,136,1470,8306,362,45,1720,11,72,15
WARMIŃSKO-MAZURSKIE,58,280103,Bartoszyce gm.,bartoszycki,6,7981,4184,4180,40,4140,8,2,485,16,259,2644,447,10,243,2,20,4
WARMIŃSKO-MAZURSKIE,58,281202,Biskupiec,nowomiejski,7,7067,4366,4363,69,4294,14,6,539,9,282,2922,211,27,256,0,23,5
WARMIŃSKO-MAZURSKIE,58,280104,Bisztynek,bartoszycki,5,5574,2882,2878,29,2849,11,4,202,26,186,2096,114,7,190,1,10,2
WARMIŃSKO-MAZURSKIE,58,280201,Braniewo,braniewski,10,14059,8876,8874,92,8782,32,20,132,127,796,6076,203,40,1287,5,57,7
WARMIŃSKO-MAZURSKIE,58,280202,Braniewo gm.,braniewski,4,4473,2142,2140,19,2121,7,2,158,16,104,1575,112,6,130,1,10,0
WARMIŃSKO-MAZURSKIE,58,281502,Dąbrówno,ostródzki,4,3258,1771,1770,27,1743,3,7,91,6,163,1262,66,10,111,4,15,5
WARMIŃSKO-MAZURSKIE,58,280301,Działdowo,działdowski,13,15704,10382,10380,63,10317,42,14,280,97,1124,7006,163,81,1370,13,114,13
WARMIŃSKO-MAZURSKIE,58,280302,Działdowo gm.,działdowski,12,6963,3791,3788,71,3717,19,4,315,9,276,2682,189,30,166,1,22,4
WARMIŃSKO-MAZURSKIE,58,286101,Elbląg,Elbląg,61,97706,62926,62907,441,62466,358,141,1087,1115,8443,37373,1092,437,11694,60,600,66
WARMIŃSKO-MAZURSKIE,58,280401,Elbląg gm.,elbląski,5,4702,2226,2225,14,2211,10,9,146,21,157,1471,122,8,249,1,15,2
WARMIŃSKO-MAZURSKIE,58,280203,Frombork,braniewski,3,3053,1775,1775,13,1762,5,4,44,23,104,1324,32,7,197,1,19,2
WARMIŃSKO-MAZURSKIE,58,280402,Godkowo,elbląski,3,2712,1301,1300,13,1287,4,1,170,5,84,841,78,12,81,6,5,0
WARMIŃSKO-MAZURSKIE,58,280102,Górowo Iławeckie,bartoszycki,2,3619,2213,2213,16,2197,10,2,50,21,181,1657,52,8,202,1,13,0
WARMIŃSKO-MAZURSKIE,58,280105,Górowo Iławeckie gm.,bartoszycki,5,6587,2863,2863,36,2827,6,2,169,4,154,2130,172,7,155,6,20,2
WARMIŃSKO-MAZURSKIE,58,281203,Grodziczno,nowomiejski,4,4590,2727,2726,42,2684,9,4,320,13,411,1290,370,39,194,1,29,4
WARMIŃSKO-MAZURSKIE,58,280403,Gronowo Elbląskie,elbląski,2,3574,1823,1822,24,1798,4,2,83,13,142,1271,86,2,181,1,12,1
WARMIŃSKO-MAZURSKIE,58,281503,Grunwald,ostródzki,4,4157,2328,2328,26,2302,9,3,123,15,135,1763,111,6,114,0,20,3
WARMIŃSKO-MAZURSKIE,58,280701,Iława,iławski,15,25733,17220,17214,100,17114,66,36,321,188,1697,11460,312,71,2760,7,177,19
WARMIŃSKO-MAZURSKIE,58,280703,Iława gm.,iławski,11,7748,4410,4410,41,4369,12,3,455,26,258,2985,283,11,316,2,16,2
WARMIŃSKO-MAZURSKIE,58,280303,Iłowo-Osada,działdowski,5,5531,3189,3188,33,3155,11,6,258,9,272,2261,65,6,237,2,20,8
WARMIŃSKO-MAZURSKIE,58,280704,Kisielice,iławski,6,4455,2498,2498,36,2462,9,3,197,17,125,1827,139,4,125,0,15,1
WARMIŃSKO-MAZURSKIE,58,280902,Kiwity,lidzbarski,4,2593,1375,1375,20,1355,5,1,142,4,91,831,185,12,78,0,6,0
WARMIŃSKO-MAZURSKIE,58,281204,Kurzętnik,nowomiejski,5,6353,3688,3685,59,3626,15,4,356,16,299,2263,335,17,280,2,36,3
WARMIŃSKO-MAZURSKIE,58,280204,Lelkowo,braniewski,4,2445,1263,1263,17,1246,1,2,135,3,46,919,59,26,48,1,6,0
WARMIŃSKO-MAZURSKIE,58,280304,Lidzbark,działdowski,11,10960,6445,6445,75,6370,23,16,427,42,745,4122,220,27,690,4,46,8
WARMIŃSKO-MAZURSKIE,58,280901,Lidzbark Warmiński,lidzbarski,9,13128,8320,8319,65,8254,48,13,163,92,995,5289,198,115,1274,8,53,6
WARMIŃSKO-MAZURSKIE,58,280903,Lidzbark Warmiński gm.,lidzbarski,8,4997,2348,2347,46,2301,9,1,168,20,219,1512,163,36,158,3,10,2
WARMIŃSKO-MAZURSKIE,58,280702,Lubawa,iławski,4,6818,4725,4723,43,4680,16,3,207,45,526,3041,115,45,604,7,68,3
WARMIŃSKO-MAZURSKIE,58,280705,Lubawa gm.,iławski,8,7154,4639,4638,54,4584,16,6,765,19,519,2610,340,31,239,7,24,8
WARMIŃSKO-MAZURSKIE,58,280904,Lubomino,lidzbarski,3,2699,1377,1377,18,1359,3,0,124,12,107,882,120,7,90,2,7,5
WARMIŃSKO-MAZURSKIE,58,281504,Łukta,ostródzki,3,3001,1517,1517,31,1486,6,1,77,19,112,1053,64,9,137,0,8,0
WARMIŃSKO-MAZURSKIE,58,281505,Małdyty,ostródzki,4,4953,2405,2404,30,2374,5,6,150,30,164,1561,155,24,263,3,10,3
WARMIŃSKO-MAZURSKIE,58,280404,Markusy,elbląski,3,2831,1428,1428,15,1413,8,1,134,6,110,921,114,9,103,1,6,0
WARMIŃSKO-MAZURSKIE,58,280405,Milejewo,elbląski,2,2066,1010,1009,9,1000,0,1,91,9,93,594,63,5,134,2,8,0
WARMIŃSKO-MAZURSKIE,58,281506,Miłakowo,ostródzki,5,4390,2093,2093,33,2060,4,3,123,18,217,1376,104,14,195,0,5,1
WARMIŃSKO-MAZURSKIE,58,281507,Miłomłyn,ostródzki,5,3776,1984,1984,30,1954,6,1,78,18,172,1343,75,8,230,1,19,3
WARMIŃSKO-MAZURSKIE,58,280406,Młynary,elbląski,2,3299,1809,1807,32,1775,9,8,159,12,203,1084,85,7,196,0,10,2
WARMIŃSKO-MAZURSKIE,58,281508,Morąg,ostródzki,20,18967,10871,10870,95,10775,31,14,334,126,843,7540,397,70,1331,3,76,10
WARMIŃSKO-MAZURSKIE,58,281201,Nowe Miasto Lubawskie,nowomiejski,7,8167,5293,5293,65,5228,32,13,135,82,736,3271,119,33,751,2,48,6
WARMIŃSKO-MAZURSKIE,58,281205,Nowe Miasto Lubawskie gm.,nowomiejski,6,5445,3180,3180,40,3140,7,1,324,15,300,1979,268,6,211,4,17,8
WARMIŃSKO-MAZURSKIE,58,280905,Orneta,lidzbarski,8,9927,5548,5543,53,5490,22,21,242,31,642,3631,189,16,643,3,40,10
WARMIŃSKO-MAZURSKIE,58,281501,Ostróda,ostródzki,17,26697,17862,17858,129,17729,73,42,352,164,1931,12034,286,121,2582,16,117,11
WARMIŃSKO-MAZURSKIE,58,281509,Ostróda gm.,ostródzki,15,10902,6034,6033,57,5976,18,8,343,41,481,4099,306,53,577,7,32,11
WARMIŃSKO-MAZURSKIE,58,280407,Pasłęk,elbląski,13,14467,8287,8286,82,8204,41,14,376,84,959,5316,229,38,1075,4,60,8
WARMIŃSKO-MAZURSKIE,58,280205,Pieniężno,braniewski,7,5545,2807,2804,26,2778,12,11,206,20,347,1692,156,11,307,0,16,0
WARMIŃSKO-MAZURSKIE,58,280206,Płoskinia,braniewski,3,1976,1030,1030,19,1011,5,6,89,2,79,690,49,7,81,0,2,1
WARMIŃSKO-MAZURSKIE,58,280305,Płośnica,działdowski,6,4559,2711,2711,25,2686,11,3,385,8,179,1812,122,9,139,1,16,1
WARMIŃSKO-MAZURSKIE,58,280306,Rybno,działdowski,11,5167,3275,3275,35,3240,16,0,345,13,442,1928,153,13,283,2,38,7
WARMIŃSKO-MAZURSKIE,58,280408,Rychliki,elbląski,3,3054,1542,1542,16,1526,5,5,88,5,72,1195,60,2,85,1,7,1
WARMIŃSKO-MAZURSKIE,58,280106,Sępopol,bartoszycki,6,5390,2788,2788,24,2764,11,0,212,6,198,1924,198,7,188,3,16,1
WARMIŃSKO-MAZURSKIE,58,280706,Susz,iławski,14,9248,5391,5389,56,5333,26,8,203,30,391,3885,194,8,548,7,30,3
WARMIŃSKO-MAZURSKIE,58,280409,Tolkmicko,elbląski,6,4794,2445,2443,29,2414,12,2,66,24,220,1690,72,16,289,4,15,4
WARMIŃSKO-MAZURSKIE,58,280207,Wilczęta,braniewski,3,2402,1117,1117,8,1109,2,0,135,10,47,726,86,1,91,1,9,1
WARMIŃSKO-MAZURSKIE,58,280707,Zalewo,iławski,4,5404,2545,2545,20,2525,5,2,147,16,165,1785,132,17,230,3,20,3
WARMIŃSKO-MAZURSKIE,59,280602,Banie Mazurskie,giżycki,3,3325,1524,1523,13,1510,1,4,83,6,125,1106,64,12,91,1,13,4
WARMIŃSKO-MAZURSKIE,59,281601,Biała Piska,piski,9,8979,4542,4542,51,4491,16,6,330,29,532,2963,231,8,337,4,26,9
WARMIŃSKO-MAZURSKIE,59,280603,Budry,giżycki,4,2543,1225,1224,19,1205,2,2,98,5,110,791,102,7,77,2,8,1
WARMIŃSKO-MAZURSKIE,59,281301,Dubeninki,olecko-gołdapski,2,2562,1193,1193,17,1176,10,4,103,7,92,776,95,4,79,2,3,1
WARMIŃSKO-MAZURSKIE,59,280501,Ełk,ełcki,27,40216,23672,23664,230,23434,129,50,647,327,4197,13581,423,267,3602,24,157,30
WARMIŃSKO-MAZURSKIE,59,280502,Ełk gm.,ełcki,8,7112,3276,3274,44,3230,20,5,226,29,426,2099,106,10,278,4,26,1
WARMIŃSKO-MAZURSKIE,59,280601,Giżycko,giżycki,14,23531,14307,14300,137,14163,55,28,358,213,1778,8873,226,79,2415,16,101,21
WARMIŃSKO-MAZURSKIE,59,280604,Giżycko gm.,giżycki,7,5579,2850,2849,31,2818,10,6,206,36,278,1779,113,11,360,2,15,2
WARMIŃSKO-MAZURSKIE,59,281302,Gołdap,olecko-gołdapski,14,14468,7171,7171,73,7098,21,11,257,32,895,4577,229,32,960,8,61,15
WARMIŃSKO-MAZURSKIE,59,280503,Kalinowo,ełcki,6,5073,2344,2344,35,2309,4,5,286,19,259,1366,151,11,181,4,16,7
WARMIŃSKO-MAZURSKIE,59,281303,Kowale Oleckie,olecko-gołdapski,4,4080,1859,1859,23,1836,5,3,162,12,152,1253,103,9,131,1,4,1
WARMIŃSKO-MAZURSKIE,59,280605,Kruklanki,giżycki,3,2300,1111,1110,12,1098,4,5,53,8,101,745,78,4,97,0,3,0
WARMIŃSKO-MAZURSKIE,59,280606,Miłki,giżycki,3,2853,1298,1298,17,1281,2,1,128,12,97,857,86,1,91,1,4,1
WARMIŃSKO-MAZURSKIE,59,281304,Olecko,olecko-gołdapski,12,15904,8915,8914,70,8844,63,18,458,138,1399,5148,222,69,1249,5,56,19
WARMIŃSKO-MAZURSKIE,59,281602,Orzysz,piski,10,7354,4032,4032,37,3995,13,8,184,23,480,2731,135,15,377,4,25,0
WARMIŃSKO-MAZURSKIE,59,281603,Pisz,piski,17,19850,11267,11266,96,11170,64,24,500,66,2135,6348,200,93,1643,7,74,16
WARMIŃSKO-MAZURSKIE,59,280607,Pozezdrze,giżycki,2,2747,1303,1303,22,1281,5,6,42,14,127,823,52,11,185,5,11,0
WARMIŃSKO-MAZURSKIE,59,280504,Prostki,ełcki,7,5343,2376,2375,53,2322,7,6,246,16,295,1472,92,5,168,2,8,5
WARMIŃSKO-MAZURSKIE,59,281604,Ruciane-Nida,piski,6,6642,3642,3641,33,3608,23,11,160,32,708,1841,96,29,667,4,25,12
WARMIŃSKO-MAZURSKIE,59,280608,Ryn,giżycki,5,4665,2440,2439,33,2406,6,5,120,22,180,1727,80,13,241,3,6,3
WARMIŃSKO-MAZURSKIE,59,280505,Stare Juchy,ełcki,3,3088,1425,1425,13,1412,1,0,92,7,137,982,78,2,108,0,4,1
WARMIŃSKO-MAZURSKIE,59,281305,Świętajno,olecko-gołdapski,5,2974,1452,1452,12,1440,11,10,96,11,145,970,61,10,120,3,3,0
WARMIŃSKO-MAZURSKIE,59,280609,Węgorzewo,giżycki,13,13905,7454,7448,70,7378,19,19,305,91,617,5024,234,21,1000,1,40,7
WARMIŃSKO-MAZURSKIE,59,281306,Wieliczki,olecko-gołdapski,4,2526,1296,1296,22,1274,5,2,178,2,133,708,132,9,96,0,6,3
WARMIŃSKO-MAZURSKIE,59,280610,Wydminy,giżycki,6,5137,2651,2651,23,2628,6,2,176,29,320,1595,165,16,297,0,15,7
WIELKOPOLSKIE,60,302103,Buk,poznański,6,8366,5730,5724,54,5670,10,10,478,48,690,3268,149,14,953,2,38,10
WIELKOPOLSKIE,60,301401,Chrzypsko Wielkie,międzychodzki,4,2372,1640,1640,26,1614,6,1,149,9,110,1157,62,4,107,0,7,2
WIELKOPOLSKIE,60,302104,Czerwonak,poznański,13,15570,10342,10340,102,10238,33,16,128,187,1299,5919,170,54,2292,11,123,6
WIELKOPOLSKIE,60,302501,Dominowo,średzki,3,2049,1370,1370,19,1351,2,1,290,5,49,831,92,5,69,2,4,1
WIELKOPOLSKIE,60,302105,Dopiewo,poznański,8,7263,4681,4679,47,4632,15,5,183,34,525,2812,110,33,858,0,53,4
WIELKOPOLSKIE,60,302402,Duszniki,szamotulski,4,5905,3654,3652,46,3606,11,2,389,23,337,2360,174,15,275,1,14,5
WIELKOPOLSKIE,60,300501,Granowo,grodziski,3,3406,2218,2218,30,2188,9,2,329,11,197,1350,94,24,156,1,13,2
WIELKOPOLSKIE,60,300502,Grodzisk Wielkopolski,grodziski,10,13272,8956,8953,102,8851,40,21,446,53,825,5804,237,48,1284,11,72,10
WIELKOPOLSKIE,60,300503,Kamieniec,grodziski,4,4649,3178,3177,33,3144,5,3,344,17,154,2184,219,7,193,1,14,3
WIELKOPOLSKIE,60,302403,Kaźmierz,szamotulski,5,4797,2939,2928,30,2898,7,4,227,19,224,1993,72,12,319,1,15,5
WIELKOPOLSKIE,60,302106,Kleszczewo,poznański,2,3077,2044,2044,30,2014,5,0,198,21,189,1196,137,19,238,1,10,0
WIELKOPOLSKIE,60,302107,Komorniki,poznański,8,8074,5297,5296,62,5234,27,7,115,74,638,3054,112,23,1113,7,58,6
WIELKOPOLSKIE,60,302108,Kostrzyn,poznański,11,10959,6981,6973,76,6897,22,6,439,68,598,4546,159,30,954,5,62,8
WIELKOPOLSKIE,60,302109,Kórnik,poznański,8,10789,7001,6998,100,6898,29,9,397,79,855,3944,253,80,1130,6,100,16
WIELKOPOLSKIE,60,302502,Krzykosy,średzki,4,4611,3075,3075,34,3041,4,10,241,21,215,1975,302,8,240,3,20,2
WIELKOPOLSKIE,60,301402,Kwilcz,międzychodzki,3,4422,2851,2851,40,2811,13,3,240,12,171,2047,96,3,210,3,13,0
WIELKOPOLSKIE,60,302101,Luboń,poznański,9,17493,11707,11694,95,11599,53,13,121,200,1664,6363,128,49,2853,7,144,4
WIELKOPOLSKIE,60,301403,Międzychód,międzychodzki,14,13575,9064,9061,99,8962,34,18,328,72,748,6390,178,25,1097,5,56,11
WIELKOPOLSKIE,60,302110,Mosina,poznański,21,17654,11906,11892,152,11740,61,17,364,177,1310,7189,225,77,2152,12,143,13
WIELKOPOLSKIE,60,302111,Murowana Goślina,poznański,9,10292,7105,7104,54,7050,21,15,135,91,719,4744,114,22,1131,4,51,3
WIELKOPOLSKIE,60,302503,Nowe Miasto nad Wartą,średzki,5,6458,4054,4053,52,4001,15,4,211,45,302,2795,222,23,348,4,26,6
WIELKOPOLSKIE,60,301601,Oborniki,obornicki,20,22786,15468,15465,134,15331,46,18,418,145,1401,10564,403,53,2107,19,134,23
WIELKOPOLSKIE,60,302401,Obrzycko,szamotulski,1,1725,1125,1124,11,1113,6,1,20,24,112,742,29,13,142,2,11,11
WIELKOPOLSKIE,60,302404,Obrzycko gm.,szamotulski,2,3047,1626,1626,16,1610,4,3,98,14,93,1147,71,5,162,4,5,4
WIELKOPOLSKIE,60,302405,Ostroróg,szamotulski,2,3527,2130,2128,26,2102,5,1,96,5,193,1477,86,5,206,0,14,14
WIELKOPOLSKIE,60,302406,Pniewy,szamotulski,6,8656,5666,5664,55,5609,22,4,214,57,672,3733,182,21,662,10,25,7
WIELKOPOLSKIE,60,302112,Pobiedziska,poznański,10,10720,6751,6750,88,6662,16,12,297,77,674,4079,161,70,1198,3,68,7
WIELKOPOLSKIE,60,306401,Poznań,Poznań,285,444401,308807,308467,2460,306007,1294,544,2693,6055,46237,158135,2577,1867,82159,241,3939,266
WIELKOPOLSKIE,60,302102,Puszczykowo,poznański,5,6991,4637,4632,43,4589,21,9,83,92,763,2054,47,23,1426,3,63,5
WIELKOPOLSKIE,60,300504,Rakoniewice,grodziski,6,8545,5565,5563,49,5514,21,8,396,34,491,3767,213,45,485,1,38,15
WIELKOPOLSKIE,60,301602,Rogoźno,obornicki,12,12536,8259,8251,93,8158,16,12,242,60,706,5912,286,30,802,7,75,10
WIELKOPOLSKIE,60,302113,Rokietnica,poznański,4,5351,3312,3310,49,3261,10,4,135,35,352,2004,101,22,559,0,26,13
WIELKOPOLSKIE,60,301603,Ryczywół,obornicki,8,5058,3352,3351,48,3303,8,7,287,18,342,2146,132,11,326,3,21,2
WIELKOPOLSKIE,60,301404,Sieraków,międzychodzki,4,6323,3752,3751,32,3719,15,6,184,14,267,2551,130,13,497,7,31,4
WIELKOPOLSKIE,60,302114,Stęszew,poznański,7,9809,6450,6441,89,6352,32,9,593,40,542,4134,135,28,766,8,53,12
WIELKOPOLSKIE,60,302115,Suchy Las,poznański,5,6862,4929,4929,28,4901,5,2,138,91,620,2734,96,33,1130,3,43,6
WIELKOPOLSKIE,60,302116,Swarzędz,poznański,22,26310,17819,17754,149,17605,70,26,388,263,2231,9875,262,73,4194,12,184,27
WIELKOPOLSKIE,60,302407,Szamotuły,szamotulski,17,21481,14548,14534,177,14357,56,23,519,166,1481,9430,352,84,2085,34,118,9
WIELKOPOLSKIE,60,302504,Środa Wielkopolska,średzki,18,22337,15847,15825,148,15677,52,30,609,303,1305,10598,606,64,1993,11,89,17
WIELKOPOLSKIE,60,302117,Tarnowo Podgórne,poznański,8,11419,7421,7421,74,7347,28,6,238,156,1019,3701,113,58,1914,2,103,9
WIELKOPOLSKIE,60,300505,Wielichowo,grodziski,5,4795,3214,3213,37,3176,8,3,563,15,257,1712,222,65,309,0,13,9
WIELKOPOLSKIE,60,302408,Wronki,szamotulski,11,15092,10209,10208,95,10113,29,15,275,67,691,7606,182,18,1126,5,88,11
WIELKOPOLSKIE,60,302505,Zaniemyśl,średzki,4,4372,3001,3001,35,2966,13,2,210,24,199,1947,113,6,425,2,22,3
WIELKOPOLSKIE,61,300801,Baranów,kępiński,6,5141,3394,3392,48,3344,29,11,462,28,429,1793,164,37,367,4,17,3
WIELKOPOLSKIE,61,300701,Blizanów,kaliski,8,6786,4138,4136,42,4094,14,3,717,24,277,2361,374,21,271,1,27,4
WIELKOPOLSKIE,61,300802,Bralin,kępiński,5,4017,2659,2659,36,2623,12,3,171,12,425,1400,112,18,426,2,40,2
WIELKOPOLSKIE,61,300702,Brzeziny,kaliski,6,4254,2228,2228,45,2183,1,0,310,15,187,1276,206,22,153,1,12,0
WIELKOPOLSKIE,61,300703,Ceków-Kolonia,kaliski,4,3468,2142,2142,41,2101,7,1,280,11,101,1423,141,11,116,2,6,2
WIELKOPOLSKIE,61,302001,Chocz,pleszewski,3,3511,2244,2242,18,2224,4,4,241,10,122,1544,104,8,164,6,15,2
WIELKOPOLSKIE,61,301801,Czajków,ostrzeszowski,2,1910,1092,1092,11,1081,6,0,216,6,146,518,104,7,65,1,11,1
WIELKOPOLSKIE,61,302002,Czermin,pleszewski,3,3626,2400,2400,25,2375,10,3,502,14,251,1233,154,32,150,0,19,7
WIELKOPOLSKIE,61,302003,Dobrzyca,pleszewski,8,6139,3857,3856,66,3790,14,8,714,20,248,2247,194,20,299,3,17,6
WIELKOPOLSKIE,61,301802,Doruchów,ostrzeszowski,4,3637,2432,2431,22,2409,2,1,457,9,142,1495,161,9,126,0,6,1
WIELKOPOLSKIE,61,302004,Gizałki,pleszewski,4,3303,1965,1964,22,1942,5,4,251,10,99,1309,140,15,76,1,31,1
WIELKOPOLSKIE,61,300704,Godziesze Wielkie,kaliski,10,5877,3517,3516,52,3464,9,12,588,23,393,1692,426,30,237,1,45,8
